territory,habitat,hectare,country,hectare_UpperCI,hectare_LowerCI,stock_MgHa_mean,n,stock_MgHa_se,stock_MgHa_upper_CI,stock_MgHa_lower_CI,n_sites,TierIII_mean,TierIII_LowerCI,TierIII_UpperCI,tierII_gtlt_tier_I,tier_II_overlaps_TierI,tierIII_gtlt_tier_II,tierII_overlaps_tierIII,tierIII_gtlt_tier_I,tierIII_overlaps_tierI,text_position,TierI_mean,TierI_LowerCI,TierI_UpperCI,compiled_EF,compiled_UpperCI,compiled_LowerCI,TierIorII,Total_Stocks,Total_Stocks_se,Total_Stocks_UpperCI,Total_Stocks_LowerCI,Total_SE,Total_Stockers_UpperCI,Total_Stockers_LowerCI
Marshall Islands,mangrove,1.184014306640625,Marshall Islands,1.3725981690374627,1.0396397278748735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,457.0295223632813,39.51082216887962,532.8903009275301,381.1687437990324,NA,NA,NA
Marshall Islands,marsh,0,Marshall Islands,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,0,NA,NA,NA,NA,NA,NA
Marshall Islands,seagrass,51070,Marshall Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,5515560,NA,NA,NA,NA,NA,NA
Germany,mangrove,0,Germany,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,0,NA,NA,NA,NA,NA,NA
Germany,marsh,37660.448333696535,Germany,42574.53860416753,22811.34947292549,128.5885665223784,7,19.413024035320518,166.637394462617,90.53973858213975,1,236.2517217772823,214.37999545731464,258.12344809725,less than,Country-specific average is significantly less than Tier I,greater than,Remote-sensing esimate is significantly greater than country-specific average,less than,Remote-sensing esimate overlaps Tier I,90.53973858213975,255,254,297,128.5885665223784,166.637394462617,90.53973858213975,Tier II,4842703.065820131,977128.384560024,6718789.564175378,2966616.5674648853,NA,NA,NA
Germany,seagrass,16330,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,1763640,NA,NA,NA,NA,NA,NA
Solomon Islands,mangrove,46178.79586110952,Solomon Islands,53533.92293641637,40547.914407258206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,17825015.20238827,1540996.7438806358,20783728.95063909,14866301.454137452,NA,NA,NA
Solomon Islands,marsh,0,Solomon Islands,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,0,NA,NA,NA,NA,NA,NA
Solomon Islands,seagrass,7895.999999999999,Solomon Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,852767.9999999999,NA,NA,NA,NA,NA,NA
Greece,mangrove,0,Greece,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,0,NA,NA,NA,NA,NA,NA
Greece,marsh,23068.21036444075,Greece,26078.245377955147,13972.669780125516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,5882393.642932392,827137.3287792859,7470497.31418862,4294289.971676163,NA,NA,NA
Greece,seagrass,41141,Greece,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,4443228,NA,NA,NA,NA,NA,NA
Dominican Republic,mangrove,17992.148965329015,Dominican Republic,20857.848244189903,15798.249015479456,455.2451111111111,9,28.111092143219338,510.34183927790787,400.14838294431433,1,409.3424376324232,216.61484650456362,602.0700287602828,greater than,Country-specific average overlaps Tier I,less than,Remote-sensing esimate overlaps country-specific average,greater than,Remote-sensing esimate overlaps Tier I,400.14838294431433,386,351,424,455.2451111111111,510.34183927790787,400.14838294431433,Tier II,8190837.85484887,775284.7629088522,9679384.599633867,6702291.110063874,NA,NA,NA
Dominican Republic,marsh,1884.4719002209952,Dominican Republic,2130.365548320936,1141.4454418320438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,480540.33455635374,67569.91674183594,610274.5747006787,350806.09441202873,NA,NA,NA
Dominican Republic,seagrass,46020,Dominican Republic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,4970160,NA,NA,NA,NA,NA,NA
Turks and Caicos Islands,mangrove,17101.44822758325,United Kingdom,19825.281158696707,15016.157221981372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,6601159.015847134,570679.1513925778,7696862.986520884,5505455.045173385,NA,NA,NA
Turks and Caicos Islands,marsh,43.4397965209961,United Kingdom,49.107999924832576,26.311964496359774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,11077.148112854005,1557.5840817057463,14067.709549729037,8086.586675978973,NA,NA,NA
Turks and Caicos Islands,seagrass,48912,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,5282496,NA,NA,NA,NA,NA,NA
Romania,mangrove,0,Romania,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,0,NA,NA,NA,NA,NA,NA
Romania,marsh,68457.88162529434,Romania,77390.54772239212,41465.69494058581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,17456759.814450055,2454636.421589059,22169661.743901048,12743857.884999063,NA,NA,NA
Romania,seagrass,NA,Romania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,NA,NA,NA,NA,NA,NA,NA
Puerto Rico,mangrove,8294.338600921776,United States,9615.419267444307,7282.955854165778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,3201614.699955805,276783.9338017079,3733039.8528550845,2670189.547056526,NA,NA,NA
Puerto Rico,marsh,266.0184092590332,United States,300.7295859588692,161.13028836170258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,67834.69436105347,9538.397342682889,86148.41725900461,49520.97146310232,NA,NA,NA
Puerto Rico,seagrass,60392,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,6522336,NA,NA,NA,NA,NA,NA
United Kingdom,mangrove,0,United Kingdom,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,0,NA,NA,NA,NA,NA,NA
United Kingdom,marsh,57790.37948999436,United Kingdom,65331.10601194899,35004.27108669666,201.81545577657005,222,7.102014846256364,215.73514909290128,187.8957624602388,13,255.1288631903283,228.81151316223918,281.4462132184174,less than,Country-specific average is significantly less than Tier I,greater than,Remote-sensing esimate is significantly greater than country-specific average,greater than,Remote-sensing esimate overlaps Tier I,187.8957624602388,255,254,297,201.81545577657005,215.73514909290128,187.8957624602388,Tier II,11662991.776274158,1614374.4068443007,14762590.637415215,8563392.9151331,NA,NA,NA
United Kingdom,seagrass,13158.000000000002,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,1421064.0000000002,NA,NA,NA,NA,NA,NA
Samoa,mangrove,379.2056281187049,Samoa,439.60359931902235,332.96661519615463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,146373.3724538201,12654.176604121092,170669.3915337326,122077.35337390761,NA,NA,NA
Samoa,marsh,0,Samoa,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,0,NA,NA,NA,NA,NA,NA
Samoa,seagrass,73412,Samoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,7928496,NA,NA,NA,NA,NA,NA
Gambia,mangrove,70613.36236277327,Gambia,81860.30468138594,62003.015013775315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,27256757.872030485,2356383.691830692,31781014.560345415,22732501.183715556,NA,NA,NA
Gambia,marsh,3365.5727744598985,Gambia,3804.7265593270185,2038.564598448384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,858221.0574872742,120676.49941194468,1089919.9363582078,626522.1786163404,NA,NA,NA
Gambia,seagrass,NA,Gambia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,NA,NA,NA,NA,NA,NA,NA
Japan,mangrove,0,Japan,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,0,NA,NA,NA,NA,NA,NA
Japan,marsh,27955.227463023093,Japan,31602.940577524972,16932.790008332635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,7128583.003070889,1002366.971857759,9053127.589037787,5204038.417103992,NA,NA,NA
Japan,seagrass,47457,Japan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,5125356,NA,NA,NA,NA,NA,NA
Suriname,mangrove,74555.97970688016,Suriname,86430.88234872067,65464.883337285486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,28778608.16685574,2487949.7142083496,33555471.61813577,24001744.71557571,NA,NA,NA
Suriname,marsh,4369.264649773931,Suriname,4939.384280701316,2646.511851971615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,1114162.4856923523,156665.03096896765,1414959.3451527702,813365.6262319344,NA,NA,NA
Suriname,seagrass,NA,Suriname,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,NA,NA,NA,NA,NA,NA,NA
Haiti,mangrove,14572.119061233843,Haiti,16893.09312418337,12795.245640540812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,5624837.957636263,486274.8715306753,6558485.71097516,4691190.204297367,NA,NA,NA
Haiti,marsh,4022.042010170588,Haiti,4546.854602269247,2436.1952644811636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,1025620.7125934999,144214.962148028,1302513.4399177136,748727.9852692862,NA,NA,NA
Haiti,seagrass,61227,Haiti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,6612516,NA,NA,NA,NA,NA,NA
Cambodia,mangrove,47387.13476722262,Cambodia,54934.72000517256,41608.91267770676,396.1641991600641,131,11.68613827874302,419.0686093047553,373.25978901537286,3,297.6220841689245,205.86947388453473,389.3746944533143,greater than,Country-specific average overlaps Tier I,less than,Remote-sensing esimate overlaps country-specific average,less than,Remote-sensing esimate overlaps Tier I,373.25978901537286,386,351,424,396.1641991600641,419.0686093047553,373.25978901537286,Tier II,18773086.295546778,1456143.0287065227,21568880.9106633,15977291.680430254,NA,NA,NA
Cambodia,marsh,1722.5838751591225,Cambodia,1947.3537075834408,1043.3880771812915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,439258.8881655762,61765.23460587617,557848.1386088585,320669.63772229396,NA,NA,NA
Cambodia,seagrass,33814,Cambodia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,3651912,NA,NA,NA,NA,NA,NA
New Zealand,mangrove,31299.306919661285,New Zealand,36284.50359857722,27482.778498643114,58.696822259327135,3,11.14294796398594,NA,NA,1,363.9275019646215,245.81403454832406,482.04096938091897,less than,Country-specific average is significantly less than Tier I,greater than,Remote-sensing esimate is significantly greater than country-specific average,less than,Remote-sensing esimate overlaps Tier I,58.696822259327135,386,351,424,58.696822259327135,NA,NA,Tier II,1837169.8551034865,NA,NA,NA,NA,NA,NA
New Zealand,marsh,26903.58334816478,New Zealand,30414.073611068274,16295.797553738992,78.35824056222222,9,5.921803042168297,89.9647612484118,66.75171987603264,1,276.0514532231003,252.6082619553978,299.4946444908027,less than,Country-specific average is significantly less than Tier I,greater than,Remote-sensing esimate is significantly greater than country-specific average,greater than,Remote-sensing esimate overlaps Tier I,66.75171987603264,255,254,297,78.35824056222222,89.9647612484118,66.75171987603264,Tier II,2108117.455981292,324078.04274419637,2730347.298050149,1485887.6139124348,NA,NA,NA
New Zealand,seagrass,29400,New Zealand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,3175200,NA,NA,NA,NA,NA,NA
French Guiana,mangrove,87669.33782501635,France,101632.87040066867,76979.24426096886,91.67981659737174,5,14.993834953403391,121.06719309618018,62.2924400985633,2,274.4329463813934,181.70846857333396,367.1574241894528,less than,Country-specific average is significantly less than Tier I,greater than,Remote-sensing esimate is significantly greater than country-specific average,less than,Remote-sensing esimate overlaps Tier I,62.2924400985633,386,351,424,91.67981659737174,121.06719309618018,62.2924400985633,Tier II,8037508.813010524,1435375.8299638894,10793430.406541191,5281587.219479857,NA,NA,NA
French Guiana,marsh,537.348028040987,France,607.4634099147163,325.4776349877612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,137023.74715045167,19267.234237804892,174016.83688703706,100030.65741386628,NA,NA,NA
French Guiana,seagrass,NA,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,NA,NA,NA,NA,NA,NA,NA
Angola,mangrove,26861.62135263579,Angola,31140.005723931205,23586.208846214944,54.38403358741367,1,NA,NA,NA,1,369.58804492800033,305.8037948411843,433.37229501481636,less than,NA,greater than,NA,less than,Remote-sensing esimate overlaps Tier I,54.38403358741367,386,351,424,54.38403358741367,NA,NA,Tier II,1460843.317854133,NA,NA,NA,NA,NA,NA
Angola,marsh,1828.869711518363,Angola,2067.5081572346394,1107.7665820713535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,466361.77643718256,65576.23603964021,592268.1496332918,340455.40324107336,NA,NA,NA
Angola,seagrass,59667,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,6444036,NA,NA,NA,NA,NA,NA
Jamaica,mangrove,9564.08096073288,Jamaica,11087.399824141266,8397.870255133304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,3691735.250842891,319155.520274453,4304513.849769841,3078956.6519159414,NA,NA,NA
Jamaica,marsh,2195.0425017944335,Jamaica,2481.4606799786543,1329.561485107332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,559735.8379575806,78705.78440232914,710850.9440100525,408620.73190510867,NA,NA,NA
Jamaica,seagrass,78116,Jamaica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,8436528,NA,NA,NA,NA,NA,NA
Fiji,mangrove,88529.74967463649,Fiji,102630.32433579685,77734.74048781546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,34172483.37440968,2954257.5426934245,39844657.85638106,28500308.892438307,NA,NA,NA
Fiji,marsh,0,Fiji,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,0,NA,NA,NA,NA,NA,NA
Fiji,seagrass,3836,Fiji,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,414288,NA,NA,NA,NA,NA,NA
Tanzania,mangrove,93124.27060454409,Tanzania,107956.63752358979,81769.02154548038,81.24245052083333,96,2.732080199574079,86.59722931487353,75.88767172679313,3,290.4151042056585,241.17852848039112,339.65167993092587,less than,Country-specific average is significantly less than Tier I,greater than,Remote-sensing esimate is significantly greater than country-specific average,less than,Remote-sensing esimate is significantly less than Tier I,75.88767172679313,386,351,424,81.24245052083333,86.59722931487353,75.88767172679313,Tier II,7565643.946878367,599413.7516607017,8716518.350066915,6414769.54368982,NA,NA,NA
Tanzania,marsh,531.6856545706477,Tanzania,601.0621866534289,322.04787284224363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,135579.84191551516,19064.2032964005,172183.11224460413,98976.5715864262,NA,NA,NA
Tanzania,seagrass,4607,Tanzania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,497556,NA,NA,NA,NA,NA,NA
Vanuatu,mangrove,1353.5042232777316,Vanuatu,1569.0835898145756,1188.462634677485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,522452.6301852044,45166.738586534484,609172.7682713505,435732.4920990582,NA,NA,NA
Vanuatu,marsh,14.924750793457031,Vanuatu,16.872193691998135,9.040086382648047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,3805.811452331543,535.1441793259306,4833.2882766373295,2778.3346280257565,NA,NA,NA
Vanuatu,seagrass,110044,Vanuatu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,11884752,NA,NA,NA,NA,NA,NA
United Arab Emirates,mangrove,11903.937565825048,United Arab Emirates,13799.937057810472,10452.412899205088,64.96960963145915,62,3.2401433840927556,71.32017396902668,58.61904529389162,2,272.2681775528282,224.90750247156637,319.62885263409004,less than,Country-specific average is significantly less than Tier I,greater than,Remote-sensing esimate is significantly greater than country-specific average,less than,Remote-sensing esimate is significantly less than Tier I,58.61904529389162,386,351,424,64.96960963145915,71.32017396902668,58.61904529389162,Tier II,773394.1767289154,67570.84342012458,903130.1960955546,643658.1573622762,NA,NA,NA
United Arab Emirates,marsh,695.7945543406048,United Arab Emirates,786.5846909697684,421.45044583074076,51.699955679974714,12,7.37029912532598,66.1454765209007,37.254434839048734,2,187.1362348743544,118.62347328019901,255.64899646850978,less than,Country-specific average is significantly less than Tier I,greater than,Remote-sensing esimate is significantly greater than country-specific average,less than,Remote-sensing esimate overlaps Tier I,37.254434839048734,255,254,297,51.699955679974714,66.1454765209007,37.254434839048734,Tier II,35972.54762177703,7034.79101835623,49479.346377020986,22465.748866533067,NA,NA,NA
United Arab Emirates,seagrass,102637,United Arab Emirates,NA,NA,27.418875385184318,6,2.82345705747066,32.95274952972225,21.88500124064639,2,NA,NA,NA,less than,Country-specific average is significantly less than Tier I,NA,NA,NA,NA,21.88500124064639,108,84,139,27.418875385184318,32.95274952972225,21.88500124064639,Tier II,2814191.112909163,NA,NA,NA,NA,NA,NA
New Caledonia,mangrove,24289.99372135811,France,28158.78213707022,21328.156527267314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,9375937.576444231,810562.521943478,10932217.618575709,7819657.534312753,NA,NA,NA
New Caledonia,marsh,158.34757798461914,France,179.00942155674227,95.91287675581223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,40378.63238607788,5677.735316423309,51279.88419361063,29477.380578545126,NA,NA,NA
New Caledonia,seagrass,93600,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,10108800,NA,NA,NA,NA,NA,NA
Mayotte,mangrove,499.0025809364469,France,578.4812101482714,438.15594502870266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,192614.9962414685,16651.827707328674,224586.50543953956,160643.48704339744,NA,NA,NA
Mayotte,marsh,0,France,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,0,NA,NA,NA,NA,NA,NA
Mayotte,seagrass,127526,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,13772808,NA,NA,NA,NA,NA,NA
Ecuador,mangrove,128751.24988177585,Ecuador,149258.10343493594,113051.77111450837,401.59323733618993,15,44.02413284079486,487.87895215475487,315.307522517625,2,387.8575860337448,315.43625030348187,460.2789217640077,greater than,Country-specific average overlaps Tier I,less than,Remote-sensing esimate overlaps country-specific average,greater than,Remote-sensing esimate overlaps Tier I,315.307522517625,386,351,424,401.59323733618993,487.87895215475487,315.307522517625,Tier II,51705631.2511031,6773871.6901579,64711464.896206275,38699797.60599993,NA,NA,NA
Ecuador,marsh,106.832059069537,Ecuador,120.77194574842893,64.70935801810268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,27242.175062731934,3830.586879985303,34596.901872303715,19887.448253160153,NA,NA,NA
Ecuador,seagrass,NA,Ecuador,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,NA,NA,NA,NA,NA,NA,NA
Qatar,mangrove,384.1240322630161,Qatar,445.30538221573596,337.28528627765394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,148271.87645352422,12818.304850216296,172883.0217659395,123660.73114110893,NA,NA,NA
Qatar,marsh,72.02228556774664,Qatar,81.42004975869693,43.62469377335334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,18365.682819775393,2582.4422421998784,23323.97192479916,13407.393714751626,NA,NA,NA
Qatar,seagrass,132375,Qatar,NA,NA,35.81483684871738,2,14.383370649472024,NA,NA,1,NA,NA,NA,less than,Country-specific average is significantly less than Tier I,NA,NA,NA,NA,35.81483684871738,108,84,139,35.81483684871738,NA,NA,Tier II,4740989.027848963,NA,NA,NA,NA,NA,NA
China,mangrove,0,China,0,0,90.67405578896326,12,17.623272905727514,125.21503597390972,56.13307560401679,4,224.75798128825585,187.32054205163283,262.19542052487884,less than,Country-specific average is significantly less than Tier I,greater than,Remote-sensing esimate is significantly greater than country-specific average,less than,Remote-sensing esimate is significantly less than Tier I,56.13307560401679,386,351,424,90.67405578896326,125.21503597390972,56.13307560401679,Tier II,0,NA,NA,NA,NA,NA,NA
China,marsh,125543.24628738986,China,141924.64567057803,76042.93075992998,100.2567625,24,6.964081840661786,113.90611209308649,86.60741290691348,4,181.53907193628376,174.29415093777172,188.7839929347958,less than,Country-specific average is significantly less than Tier I,greater than,Remote-sensing esimate is significantly greater than country-specific average,less than,Remote-sensing esimate is significantly less than Tier I,86.60741290691348,255,254,297,100.2567625,113.90611209308649,86.60741290691348,Tier II,12586559.42651385,1898285.8500937296,16231268.25869381,8941850.59433389,NA,NA,NA
China,seagrass,9145.4,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,987703.2,NA,NA,NA,NA,NA,NA
Gabon,mangrove,137684.86611984036,Gabon,159614.62127638172,120896.05331835423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,53146358.322258376,4594574.769997425,61967941.88065343,44324774.76386332,NA,NA,NA
Gabon,marsh,3893.500077814223,Gabon,4401.539989631889,2358.3359964521474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,992842.5198426269,139605.94268420062,1260885.929796292,724799.1098889618,NA,NA,NA
Gabon,seagrass,NA,Gabon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,NA,NA,NA,NA,NA,NA,NA
Benin,mangrove,5161.948049715123,Benin,5984.117254299378,4532.518091725168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,1992511.9471900372,172255.36067715223,2323242.2396901697,1661781.654689905,NA,NA,NA
Benin,marsh,5333.526096280374,Benin,6029.466528661891,3230.5756593014444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,1360049.1545514953,191239.73895488234,1727229.4533448694,992868.8557581212,NA,NA,NA
Benin,seagrass,136397,Benin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,14730876,NA,NA,NA,NA,NA,NA
Sri Lanka,mangrove,21707.883896971412,Sri Lanka,25165.40680593702,19060.9001773124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,8379243.184230966,724396.9397206393,9770085.308494592,6988401.059967338,NA,NA,NA
Sri Lanka,marsh,657.7009404641306,Sri Lanka,743.5204656003351,398.3767232047296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,167713.7398183533,23582.626932763946,212992.38352926006,122435.09610744652,NA,NA,NA
Sri Lanka,seagrass,140406,Sri Lanka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,15163848,NA,NA,NA,NA,NA,NA
